Effect,Subject,Estimate,StdErrPred,DF,tValue,Probt
Intercept,id 419620,2.6687,0.5631,5396,4.74,<.0001
Intercept,id 419631,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 419653,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 419664,1.9027,0.6274,5396,3.03,0.0024
Intercept,id 419675,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419697,1.4391,0.7499,5396,1.92,0.0550
Intercept,id 419710,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419721,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419732,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 419787,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 419800,0.7350,0.9452,5396,0.78,0.4368
Intercept,id 419888,2.4988,0.4883,5396,5.12,<.0001
Intercept,id 419899,1.9834,0.6321,5396,3.14,0.0017
Intercept,id 419901,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 419923,0.7923,0.9567,5396,0.83,0.4076
Intercept,id 419956,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 420006,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 420039,-0.1730,1.3522,5396,-0.13,0.8982
Intercept,id 420083,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 420107,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 420118,2.9782,0.4130,5396,7.21,<.0001
Intercept,id 420129,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 420140,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 420219,1.4391,0.7499,5396,1.92,0.0550
Intercept,id 420230,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 420241,0.7350,0.9452,5396,0.78,0.4368
Intercept,id 420285,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 420296,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 420309,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 420410,1.4391,0.7499,5396,1.92,0.0550
Intercept,id 420476,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 420487,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 420511,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 420555,2.2386,0.5461,5396,4.10,<.0001
Intercept,id 420566,-0.4075,1.2346,5396,-0.33,0.7414
Intercept,id 420601,2.5868,0.4908,5396,5.27,<.0001
Intercept,id 420634,0.9750,0.9963,5396,0.98,0.3278
Intercept,id 420645,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 420656,-0.4368,1.2220,5396,-0.36,0.7208
Intercept,id 420678,0.7350,0.9452,5396,0.78,0.4368
Intercept,id 420689,-0.4368,1.2220,5396,-0.36,0.7208
